Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Salish,Friday Harbor,Lopez,06:05,06:06,06:47,12/05/2025,
Salish,Lopez,Shaw,06:50,06:54,07:11,12/05/2025,
Salish,Shaw,Orcas,07:20,07:20,07:29,12/05/2025,
Salish,Orcas,Friday Harbor,07:40,07:40,08:17,12/05/2025,
Salish,Friday Harbor,Orcas,08:45,08:46,09:33,12/05/2025,
Salish,Orcas,Shaw,09:45,09:52,10:01,12/05/2025,
Salish,Shaw,Lopez,10:00,10:07,10:22,12/05/2025,
Salish,Lopez,Friday Harbor,10:30,10:32,11:10,12/05/2025,
Salish,Friday Harbor,Orcas,11:30,13:10,13:45,12/05/2025,
Salish,Orcas,Shaw,12:50,13:55,14:02,12/05/2025,
Salish,Shaw,Lopez,13:05,14:06,14:25,12/05/2025,
