Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Samish,Anacortes,Lopez,06:15,06:15,07:00,05/03/2026,
Samish,Lopez,Friday Harbor,07:10,07:19,07:42,05/03/2026,
Samish,Friday Harbor,Lopez,08:10,08:11,08:44,05/03/2026,
Samish,Lopez,Anacortes,08:55,08:55,09:40,05/03/2026,
Samish,Anacortes,Lopez,10:05,10:05,10:49,05/03/2026,
Samish,Lopez,Orcas,11:00,11:03,11:22,05/03/2026,
Samish,Orcas,Lopez,11:50,11:50,12:09,05/03/2026,
Samish,Lopez,Anacortes,12:20,12:24,13:10,05/03/2026,
Samish,Anacortes,Friday Harbor,13:35,13:35,14:47,05/03/2026,
Samish,Friday Harbor,Lopez,15:35,15:37,16:11,05/03/2026,
Samish,Lopez,Anacortes,16:20,16:20,17:07,05/03/2026,
Samish,Anacortes,Lopez,17:35,17:36,18:17,05/03/2026,
Samish,Lopez,Friday Harbor,18:30,18:30,19:01,05/03/2026,
Samish,Friday Harbor,Lopez,19:35,19:35,20:09,05/03/2026,
Samish,Lopez,Anacortes,20:20,20:20,21:06,05/03/2026,
Samish,Anacortes,Lopez,06:15,06:32,07:15,05/04/2026,
Samish,Lopez,Friday Harbor,07:10,07:26,08:00,05/04/2026,
Samish,Friday Harbor,Lopez,08:10,08:32,09:06,05/04/2026,
Samish,Lopez,Anacortes,08:55,09:20,10:06,05/04/2026,
Samish,Anacortes,Lopez,10:05,10:30,11:13,05/04/2026,
Samish,Lopez,Orcas,11:00,11:25,11:45,05/04/2026,
Samish,Orcas,Lopez,11:50,12:12,12:33,05/04/2026,
Samish,Lopez,Anacortes,12:20,12:46,13:31,05/04/2026,
Samish,Anacortes,Lopez,13:35,14:04,14:48,05/04/2026,
Samish,Lopez,Friday Harbor,14:25,14:56,15:29,05/04/2026,
Samish,Friday Harbor,Lopez,15:35,15:56,16:31,05/04/2026,
Samish,Lopez,Anacortes,16:20,16:40,17:27,05/04/2026,
Samish,Anacortes,Lopez,17:35,17:48,18:31,05/04/2026,
Samish,Lopez,Friday Harbor,18:30,18:38,19:10,05/04/2026,
Samish,Friday Harbor,Lopez,19:35,19:35,20:14,05/04/2026,
